status	path	protection_group	slice	resolution	integration_commits	evidence
M	skills/refactor-node/blueprint.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/refactor-node/blueprints/gateway.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/refactor-node/instructions/instruction-refactoring.md	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/refactor-node/instructions/python-refactoring.md	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
D	skills/refactor-node/tests/test_query_standards.py	T06	S2,S6,S8	retain	0901a75+8cb8781,6766e69+484c0d5,3ae2a40	target-base-preservation;progress-log:S2,S6,S8;checkpoint-hooks;closure-full-pending
M	skills/refactor-node/tests/test_refactor_node_routing.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/regenerate-blueprints/SKILL.md	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	skills/semantic-integration/SKILL.md	T06	S2,S6,S8	retain	0901a75+8cb8781,6766e69+484c0d5,3ae2a40	target-base-preservation;progress-log:S2,S6,S8;checkpoint-hooks;closure-full-pending
A	skills/semantic-integration/blueprint.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	skills/semantic-integration/blueprints/gateway.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	skills/semantic-integration/references/git/run-ledger-template.md	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/skill-certifier/_rtx/_node_certifier.py	T04,T06	S2	retain target-native tooling and make it v6-aware	0901a75+8cb8781	target-base-preservation;progress-log:S2;checkpoint-hooks;closure-full-pending
M	skills/skill-certifier/_rtx/blueprints/rtx-certifier.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/skill-certifier/_rtx/tests/test_certifier.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/skill-drift/README.md	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/skill-drift/_rtx/_check_drift_state.py	T04,T06	S2	retain target-native tooling and make it v6-aware	0901a75+8cb8781	target-base-preservation;progress-log:S2;checkpoint-hooks;closure-full-pending
M	skills/skill-drift/_rtx/tests/test_drift_check.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	skills/skill-drift/blueprint.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/skill-drift/blueprints/gateway.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/skill-maker/SKILL.md	T06	S2,S6,S8	retain	0901a75+8cb8781,6766e69+484c0d5,3ae2a40	target-base-preservation;progress-log:S2,S6,S8;checkpoint-hooks;closure-full-pending
M	skills/skill-maker/blueprints/gateway.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	skills/wrap-up/SKILL.md	T06	S2,S6,S8	retain	0901a75+8cb8781,6766e69+484c0d5,3ae2a40	target-base-preservation;progress-log:S2,S6,S8;checkpoint-hooks;closure-full-pending
M	skills/wrap-up/blueprints/gateway.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	src/officina/_validator_snapshot.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/blueprint.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/blueprint_graph.py	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
R054	skills/refactor-node/_rtx/blueprints/query-standards.yaml -> src/officina/common/blueprints/standard-query.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/configuration.schema.json	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/controller.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/controller_protocol.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/python_source_cache.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/standard_query.py	T06	S2,S6,S8	retain	0901a75+8cb8781,6766e69+484c0d5,3ae2a40	target-base-preservation;progress-log:S2,S6,S8;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/from_blueprint/payload_builder.py	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/visualization/from_blueprint/presentation_nodes.py	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/graph.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/graph_specification.schema.json	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/README.md	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/assets.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/page.html	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/bootstrap.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/controls.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/graph_actions.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/inspector.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/interactions.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/layout.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/node_renderer.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
A	src/officina/common/visualization/html_renderer/runtime/presentation_nodes.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/render_pipeline.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/selection.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/runtime/viewer_state.js	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/common/visualization/html_renderer/viewer.css	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/install/managed_runtime.py	T03	S4,S6	retain	d5584e7+484c0d5,6766e69+484c0d5	target-base-preservation;progress-log:S4,S6;checkpoint-hooks;closure-full-pending
M	src/officina/install/resolvers/launch.py	T03	S4,S6	retain	d5584e7+484c0d5,6766e69+484c0d5	target-base-preservation;progress-log:S4,S6;checkpoint-hooks;closure-full-pending
A	src/officina/repository_checks.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	src/officina/wakeup/blueprints/cli.yaml	T01	S1,S6	retain	57a4c63,6766e69+484c0d5	target-base-preservation;progress-log:S1,S6;checkpoint-hooks;closure-full-pending
M	src/officina/wakeup/policies.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	src/officina/wakeup/tests/test_features.py	T07	S6	retain	6766e69+484c0d5	target-base-preservation;progress-log:S6;checkpoint-hooks;closure-full-pending
M	tests/conftest.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/fixtures/standards/skill-refactoring-source-map.yaml	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_benchmark_command.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_benchmark_precommit.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_blueprint_catalog_schema.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_blueprint_search.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_blueprint_visualization.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_configuration_consumers.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_controller_protocol.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_dispatcher_route_smoke.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_docs_catalog.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_docstrings_validator.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_duplicate_subcommand_tokens.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_interface_injection_migration.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_interface_projection.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_nested_module_migration.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_officina_blueprint_graph.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_officina_launcher_entry.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_officina_managed_runtime.py	T03	S4,S6	retain installer contract coverage	d5584e7+484c0d5,6766e69+484c0d5	target-base-preservation;progress-log:S4,S6;checkpoint-hooks;closure-full-pending
A	tests/test_python_source_cache.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_repo_checks_entrypoint.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_repository_test_checks.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_repository_validator_checks.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
D	tests/test_run_python_tests.py	T04	S2	preserve deletion and unified-runner replacement	0901a75+8cb8781	target-base-preservation;progress-log:S2;checkpoint-hooks;closure-full-pending
M	tests/test_skill_refactoring_standard.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_standard_consumers.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_standard_extractor.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	tests/test_standard_query.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_standard_v6.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
D	tests/test_validator_runner.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_visualization_browser.py	T04	S8	retain newer target browser stability behavior	3ae2a40	target-base-preservation;progress-log:S8;checkpoint-hooks;closure-full-pending
M	tests/test_visualization_graph.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/test_visualization_projection_arrangements_browser.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_boundaries.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_cross_platform.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_dispatch_caller_module.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_documentation_validators.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_personal_info.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_platform_neutral.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_portable_dates.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_skill_runtime_doc_references.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_skip_hygiene.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_standard_documents.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_subprocess_text_encoding.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	tests/validate_toml_io_boundary.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/contributor_docs_contract.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/cross_platform.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
A	validators/docstrings.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/duplicate_subcommand_tokens.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/personal_info.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/platform_neutral.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/portable_dates.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/readme_user_contract.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
D	validators/runner.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/skill/boundaries.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/skill/dispatch_caller_module.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/skill_runtime_doc_references.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/skip_hygiene.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/standard_documents.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/subprocess_text_encoding.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/toml_io_boundary.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
M	validators/user_docs_cover_blueprints.py	T04	S2,S8	retain	0901a75+8cb8781,3ae2a40	target-base-preservation;progress-log:S2,S8;checkpoint-hooks;closure-full-pending
